Language_ID,Parameter_ID,Value
Colloquial American English,Invariant be as habitual marker,C
Urban African American Vernacular English,Invariant be as habitual marker,A
Rural African American Vernacular English,Invariant be as habitual marker,B
Earlier African American Vernacular English,Invariant be as habitual marker,C
Ozark English,Invariant be as habitual marker,D
Appalachian English,Invariant be as habitual marker,D
Southeast American enclave dialects,Invariant be as habitual marker,D
Gullah,Invariant be as habitual marker,A
Chicano English,Invariant be as habitual marker,C
Bahamian English,Invariant be as habitual marker,B
Bahamian Creole,Invariant be as habitual marker,B
Barbadian Creole (Bajan),Invariant be as habitual marker,X
Jamaican English,Invariant be as habitual marker,D
Jamaican Creole,Invariant be as habitual marker,D
San Andrés Creole,Invariant be as habitual marker,D
Belizean Creole,Invariant be as habitual marker,D
Guyanese Creole (Creolese),Invariant be as habitual marker,D
Eastern Maroon Creole,Invariant be as habitual marker,X
Saramaccan,Invariant be as habitual marker,D
Sranan,Invariant be as habitual marker,D
Trinidadian Creole,Invariant be as habitual marker,D
Vincentian Creole,Invariant be as habitual marker,D
Krio (Sierra Leone Creole),Invariant be as habitual marker,D
Liberian Settler English,Invariant be as habitual marker,C
Vernacular Liberian English,Invariant be as habitual marker,B
Ghanaian English,Invariant be as habitual marker,D
Ghanaian Pidgin,Invariant be as habitual marker,D
Nigerian English,Invariant be as habitual marker,D
Nigerian Pidgin,Invariant be as habitual marker,D
Cameroon English,Invariant be as habitual marker,D
Cameroon Pidgin,Invariant be as habitual marker,D
Tanzanian English,Invariant be as habitual marker,D
Kenyan English,Invariant be as habitual marker,X
Ugandan English,Invariant be as habitual marker,D
White Zimbabwean English,Invariant be as habitual marker,D
Black South African English,Invariant be as habitual marker,D
Indian South African English,Invariant be as habitual marker,B
White South African English,Invariant be as habitual marker,D
Indian English,Invariant be as habitual marker,D
Pakistani English,Invariant be as habitual marker,D
Butler English,Invariant be as habitual marker,B
Sri Lankan English,Invariant be as habitual marker,D
Hong Kong English,Invariant be as habitual marker,D
Colloquial Singapore English (Singlish),Invariant be as habitual marker,D
Malaysian English,Invariant be as habitual marker,D
Australian English,Invariant be as habitual marker,X
Australian Vernacular English,Invariant be as habitual marker,X
Aboriginal English,Invariant be as habitual marker,C
Roper River Creole (Kriol),Invariant be as habitual marker,D
Torres Strait Creole,Invariant be as habitual marker,D
New Zealand English,Invariant be as habitual marker,D
Norfolk Island/ Pitcairn English,Invariant be as habitual marker,D
Palmerston English,Invariant be as habitual marker,?
Acrolectal Fiji English,Invariant be as habitual marker,D
Pure Fiji English (basilectal FijiE),Invariant be as habitual marker,D
Bislama,Invariant be as habitual marker,X
Tok Pisin,Invariant be as habitual marker,X
Hawaiʼi Creole,Invariant be as habitual marker,D
Falkland Islands English,Invariant be as habitual marker,D
St. Helena English,Invariant be as habitual marker,C
Tristan da Cunha English,Invariant be as habitual marker,B
Philippine English,Invariant be as habitual marker,D
Cape Flats English,Invariant be as habitual marker,D
Orkney and Shetland English,Do as habitual marker,D
Scottish English,Do as habitual marker,D
Irish English,Do as habitual marker,B
Manx English,Do as habitual marker,D
Welsh English,Do as habitual marker,B
English dialects in the North of England,Do as habitual marker,D
English dialects in the Southwest of England,Do as habitual marker,C
East Anglian English,Do as habitual marker,D
English dialects in the Southeast of England,Do as habitual marker,D
Channel Islands English,Do as habitual marker,D
British Creole,Do as habitual marker,C
Maltese English,Do as habitual marker,D
Newfoundland English,Do as habitual marker,C
Colloquial American English,Do as habitual marker,D
Urban African American Vernacular English,Do as habitual marker,D
Rural African American Vernacular English,Do as habitual marker,D
Earlier African American Vernacular English,Do as habitual marker,D
Ozark English,Do as habitual marker,D
Appalachian English,Do as habitual marker,D
Southeast American enclave dialects,Do as habitual marker,D
Gullah,Do as habitual marker,A
Chicano English,Do as habitual marker,D
Bahamian English,Do as habitual marker,C
Bahamian Creole,Do as habitual marker,B
Barbadian Creole (Bajan),Do as habitual marker,A
Jamaican English,Do as habitual marker,D
Jamaican Creole,Do as habitual marker,D
San Andrés Creole,Do as habitual marker,D
Belizean Creole,Do as habitual marker,D
Guyanese Creole (Creolese),Do as habitual marker,A
Eastern Maroon Creole,Do as habitual marker,X
Saramaccan,Do as habitual marker,D
Sranan,Do as habitual marker,D
Trinidadian Creole,Do as habitual marker,A
Vincentian Creole,Do as habitual marker,A
Krio (Sierra Leone Creole),Do as habitual marker,D
Liberian Settler English,Do as habitual marker,D
Vernacular Liberian English,Do as habitual marker,D
Ghanaian English,Do as habitual marker,D
Ghanaian Pidgin,Do as habitual marker,D
Nigerian English,Do as habitual marker,D
Nigerian Pidgin,Do as habitual marker,D
Cameroon English,Do as habitual marker,C
Cameroon Pidgin,Do as habitual marker,D
Tanzanian English,Do as habitual marker,C
Kenyan English,Do as habitual marker,?
Ugandan English,Do as habitual marker,C
White Zimbabwean English,Do as habitual marker,C
Black South African English,Do as habitual marker,D
Indian South African English,Do as habitual marker,D
White South African English,Do as habitual marker,?
Indian English,Do as habitual marker,D
Pakistani English,Do as habitual marker,B
Butler English,Do as habitual marker,X
Sri Lankan English,Do as habitual marker,D
Hong Kong English,Do as habitual marker,D
Colloquial Singapore English (Singlish),Do as habitual marker,D
Malaysian English,Do as habitual marker,D
Australian English,Do as habitual marker,X
Australian Vernacular English,Do as habitual marker,X
Aboriginal English,Do as habitual marker,C
Roper River Creole (Kriol),Do as habitual marker,D
Torres Strait Creole,Do as habitual marker,D
New Zealand English,Do as habitual marker,D
Norfolk Island/ Pitcairn English,Do as habitual marker,D
Palmerston English,Do as habitual marker,?
Acrolectal Fiji English,Do as habitual marker,?
Pure Fiji English (basilectal FijiE),Do as habitual marker,D
Bislama,Do as habitual marker,X
Tok Pisin,Do as habitual marker,X
Hawaiʼi Creole,Do as habitual marker,D
Falkland Islands English,Do as habitual marker,D
St. Helena English,Do as habitual marker,B
Tristan da Cunha English,Do as habitual marker,C
Philippine English,Do as habitual marker,C
Cape Flats English,Do as habitual marker,D
Orkney and Shetland English,Other non-standard habitual markers: synthetic,D
Scottish English,Other non-standard habitual markers: synthetic,D
Irish English,Other non-standard habitual markers: synthetic,C
Manx English,Other non-standard habitual markers: synthetic,D
Welsh English,Other non-standard habitual markers: synthetic,B
English dialects in the North of England,Other non-standard habitual markers: synthetic,D
English dialects in the Southwest of England,Other non-standard habitual markers: synthetic,B
East Anglian English,Other non-standard habitual markers: synthetic,D
English dialects in the Southeast of England,Other non-standard habitual markers: synthetic,D
Channel Islands English,Other non-standard habitual markers: synthetic,D
British Creole,Other non-standard habitual markers: synthetic,D
Maltese English,Other non-standard habitual markers: synthetic,D
Newfoundland English,Other non-standard habitual markers: synthetic,A
Colloquial American English,Other non-standard habitual markers: synthetic,D
Urban African American Vernacular English,Other non-standard habitual markers: synthetic,C
Rural African American Vernacular English,Other non-standard habitual markers: synthetic,B
Earlier African American Vernacular English,Other non-standard habitual markers: synthetic,D
Ozark English,Other non-standard habitual markers: synthetic,D
