,question,subject,choices,answer
4908,"""When humans, anatomically modern, first arrived in the Middle East, who did they encounter?""",prehistory,"['Neandertals, the evolutionary descendants of the premodern human inhabitants of Europe and Asia', 'Homo erectus, the evolutionary descendants of the premodern human inhabitants of Europe and Asia', 'Homo sapiens, who had evolved independently in Asia and arrived there by 200,000 years ago', 'All of the above']",0
4909,"""At its peak, the palace is being thought to have had over _______ rooms amidst.""",high_school_psychology,"[['communal goal', 'superordinate goal', 'subordinate goal', 'alliance formation']]",1
4910,"The Hopewell are high societies, but they are not a state. Hopewell culture not having all of the next parts' EXCEPT:",prehistory,"['formal government', 'monumental earthworks', 'urban centers', 'a permanent military']",1
4911,"The stones, they being straight-ed, at Stonehenge is called _______; the flat stones are _______.",prehistory,"['legumes, sarsens', 'lintels, stelae', 'sarsens, lintels', 'trilithon, tholoi']",2
4912,"""Research on C3 and C4 pathways shows changes in plant groups, related to the change in the food of old humans's.""",prehistory,"['species focused on grasses to nuts and fruits.', 'meat to fruits and vegetables.', 'fruits and vegetables to fish.', 'nuts and fruits to species more focused on grasses.']",3
4913,"""Which of the following is new evidence, regarding plants, during the Middle Stone Age?""",prehistory,"['the use of seeds as a natural insecticide in Altamira cave in southwestern Europe', 'plant materials such as flowers in Aurignacian burials in southern France', 'plant material lining the floor of Sibudu Cave in South Africa', 'the use of wood in the Gravettian tradition to make spear-throwers and canoes']",2
4914,"""Toward the end of the Ice Age between 28,000 and 18,000 years ago, global sea level are smaller than present day, resulting in the discovery of a big area earth's of east of Siberia called _______. This period is called the _______.""",prehistory,"['Beringia; Late Beringian Period', 'Sundaland; McKenzie Maximum', 'Beringia; Late Glacial Maximum', 'Wallacea; Late Laurentide Period']",2
4915,What name for a type of pot style's was finally used amongst a whole group people moved quickly across the sea?,prehistory,"['Clovis', 'Nenana Complex', 'Lapita', 'Micronesian Pottery Tradition']",2
4916,"""What is the form earliest of writing's in world and where did it develop?""",prehistory,"['cuneiform, in Mesopotamia', 'hieroglyphics, in Egypt', 'clay-tablets, at Knossos', 'runes, at Stonehenge']",0
4917,"A pattern, social, of integration's in which individuals are placed into a hierarchy of levels is called:",prehistory,"['urbanization.', 'a social system.', 'social stratification.', 'a necropolis.']",2
4918,"The _______ did develop one of the earliest kingdom's within South America, reaching its height at around _______.",prehistory,"['Moche; AD 400', 'Wari; AD 100', 'Inca; AD 200', 'Maya; AD 400']",0
4919,"""What is the name of the technology, stone tool, seen amidst the cold consisting of wedge-shaped centers, small knives, two-sided knives, and sharp tools which is amidst?""",prehistory,"['Clovis Complex', 'Denali Complex', 'Folsom Complex', 'Nenana Complex']",1
4920,"""Which of these ones is used to remove the ground around site materials?""",prehistory,"['brushes', 'trowels', 'dental picks', 'all of the above']",3
4921,"""A ridge above across the eye orbits projecting from bone is calling the:""",prehistory,"['sagittal crest.', 'supraorbital torus.', 'maxilla.', 'occipital bone.']",1
4922,"""Teotihuacán did become famous in the area Mexico plus rival, Cuicuilco.""",prehistory,"['was crippled by a volcanic eruption.', 'succumbed to a civil war among its ruling families.', 'suffered a blight on its crops.', 'was flooded by a Gulf Coast hurricane.']",0
4923,"""The face of Homo erectus could be _______ than modern humans, plus less so than Homo habilis.""",prehistory,"['altricial', 'hairy', 'occipital', 'prognathous']",3
4924,Montezuma is ruling over millions of people of the _______ capital of _______.,prehistory,"['Maya; Tikal.', 'Aztec; Tenochtitlán.', 'Teotihuacános; Teotihuacán.', 'Zapotec; Monte Albán.']",1
4925,"""The thought all of the features' of culture develops within one place, such as Egypt, and from there went swiftly out to the rest of the world which is known as:""",high_school_psychology,"[['defense mechanisms', 'factor analysis', 'unconditional positive regard', 'somatotype theory']]",2
4926,"""When the size of brain to body size is being compared, which type have a bigger brain?""",prehistory,"['Homo erectus', 'premodern Homo sapiens', 'Neandertals', 'modern Homo sapiens']",3
4927,"""What was the main part of Olmec culture ?""",prehistory,"['religious iconography', 'large armies', 'agricultural surpluses', 'all of the above']",0
4928,"""Which of old the next cultures has written language that is the farthest removed from being understood?""",prehistory,"['the Indus Valley', 'Egyptian', 'Mesopotamian', 'Chinese']",0
4929,"At the Pinnacle Point site in South Africa, the industry, sophisticated stone tool making, is being evidence of:",high_school_psychology,"[['intimacy vs. isolation', 'identity vs. role confusion', 'autonomy vs. shame and guilt', 'industry vs. inferiority']]",0
4930,"""Its appearance around 2650 B.P. is suggesting early evidence of complexity in Mayan societies.""",high_school_psychology,"[['inducing the secretion of excitatory hormones into the bloodstream', 'imitating the behaviors of various pheromones', 'facilitating or inhibiting neural transmission at the synapse', ""increasing an individual's hypnotic susceptibility""]]",2
4931,What are anthropologists NOT needing to know to determine when people entered the Americas from Siberia?,prehistory,"['When sled dogs were first domesticated', 'When the Bering Strait was exposed and open for travel', 'When eastern Siberia was first inhabited', 'The age of the earliest New World sites']",0
